NA|Benjamin La Trobe|La Trobe, Benjamin, 1725-1786||1725-1786|0|0|
NA|maître d'armes Labat|Labat, maître d'armes|||0|0|
NA|Claude A. Labelle|Labelle, Claude A.|||0|0|
Henry Labouchère|Henry Labouchere|Labouchere, Henry, 1831-1912|1831-1912|1831-1912|1|1|Found: via dates
Édouard René de Laboulaye|Édouard Laboulaye|Laboulaye, Édouard, 1811-1883|1811-1883|1811-1883|4|1|Found: via dates
NA|Rafael María de Labra|Labra, Rafael María de|||0|0|
Antonio Labriola|Antonio Labriola|Labriola, Antonio, 1843-1904|1843-1904|1843-1904|1|1|Found: via dates
NA|Augusto de Lacerda|Lacerda, Augusto de, 1864-1926||1864-1926|0|0|
NA|Thomas Alexander Lacey|Lacey, T. A. (Thomas Alexander), 1853-1931||1853-1931|0|0|
NA|John Kennedy Lacock|Lacock, John Kennedy|||0|0|
NA|Pierre de Lacretelle|Lacretelle, Pierre de, 1886-||1886-|0|0|Possible Type 1: Pierre Louis de Lacretelle
NA|John Victor Lacroix|Lacroix, John Victor, 1882-||1882-|0|0|
NA|Adoniram Judson Ladd|Ladd, Adoniram Judson|||0|0|
Joseph Ladue|Joseph Ladue|Ladue, Joseph, 1855-1900|1855-1901|1855-1900|1|1|Found: via work_scan OpenL
Gilbert du Motier, Marquis de Lafayette|Marie Joseph Paul Yves Roch Gilbert Du Motier Lafayette|Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de, 1757-1834|1757-1834|1757-1834|1|1|Found: via dates
NA|Maude Ward Lafferty|Lafferty, Maude Ward, 1869-1962||1869-1962|0|0|Possible Type 5: Andre Norton
R. A. Lafferty|R. A. Lafferty|Lafferty, R. A., 1914-2002|1914-2002|1914-2002|2|1|Found: via dates
André-Daniel Laffon de Ladebat|André-Daniel Laffon de Ladébat|Laffon de Ladébat, André-Daniel, 1746-1829|1746-1829|1746-1829|1|1|Found: via dates
NA|Mary Lafon|Lafon, Mary|||0|0|Possible Type 5: Gustave Doré
NA|Joseph Lafon-Labatut|Lafon-Labatut, Joseph, 1809-1877||1809-1877|0|0|
Selma Lagerlöf|Selma Lagerlöf|Lagerlöf, Selma, 1858-1940|1858-1940|1858-1940|24|1|Found: via dates
Joseph-Louis Lagrange|Joseph Louis Lagrange|Lagrange, Joseph Louis|1736-1813||1|0|Found: via work_scan OpenL
NA|S. Lagrange|Lagrange, S.|||0|0|
NA|F. H. B. Lagus|Lagus, F. H. B., 1855-1936||1855-1936|0|0|
NA|Charles Lahee|Lahee, Charles|||0|0|
Henry Charles Lahee|Henry Charles Lahee|Lahee, Henry Charles, 1856-1953|1856-1953|1856-1953|3|0|Found: via dates
NA|Alexander Hamilton Laidlaw|Laidlaw, A. H. (Alexander Hamilton), 1869-1908||1869-1908|0|0|
NA|George Frederick Laidlaw|Laidlaw, George Frederick|||0|0|
Samuel Laing (science writer)|Samuel Laing|Laing, S. (Samuel), 1812-1897|1812-1897|1812-1897|1|0|Found: via dates
NA|Osmo Lajula|Lajula, Osmo, 1874-1935||1874-1935|0|0|
Kirsopp Lake|Kirsopp Lake|Lake, Kirsopp, 1872-1946|1872-1946|1872-1946|1|0|Found: via dates
NA|R. Lakeland|Lakeland, R.|||0|0|
NA|Ramon Reyes Lala|Lala, Ramon Reyes|||0|0|
Maxime Lalanne|Maxime Lalanne|Lalanne, Maxime|1827-1886||0|0|Found: via manual
Jean-Baptiste Lamarck|Jean Baptiste Pierre Antoine de Monet de Lamarck|Lamarck, Jean Baptiste Pierre Antoine de Monet de, 1744-1829|1744-1829|1744-1829|1|1|Found: via dates
Alphonse de Lamartine|Alphonse de Lamartine|Lamartine, Alphonse de, 1790-1869|1790-1869|1790-1869|26|1|Found: via dates
Valentín Lamas Carvajal|Valentín Lamas Carvajal|Lamas Carvajal, Valentín, 1849-1906|1849-1906|1849-1906|1|0|Found: via dates
Charles Lamb|Charles Lamb|Lamb, Charles, 1775-1834|1775-1834|1775-1834|5|1|Found: via dates
NA|Edwin Gifford Lamb|Lamb, Edwin Gifford, 1878-||1878-|0|0|
NA|J. Lamberg|Lamberg, J.|||0|0|
Dorothea Douglass Lambert Chambers|Lambert Chambers|Lambert Chambers, Mrs., 1878-1960|1878-1960|1878-1960|1|1|Found: via dates
NA|Edward Lambert|Lambert, Edward|||0|0|Possible Type 2: Edward Lambert
NA|Frances Lambert|Lambert, Frances|||0|0|
Nannie Lambert Power O'Donoghue|Nannie Lambert|Lambert, Nannie|1843-1940||1|0|Found: via work_scan OpenL WLH
NA|Thomas Wilson Lambert|Lambert, Thomas Wilson|||0|0|
NA|L. H. J. Lamberts Hurrelbrinck|Lamberts Hurrelbrinck, L. H. J., 1856-1941||1856-1941|0|0|
NA|Kathleen Lambley|Lambley, Kathleen|||0|0|
Alfred Lambourne|Alfred Lambourne|Lambourne, Alfred|1850-1926||1|0|Found: via work_scan OpenL
Ward Hill Lamon|Ward H. Lamon|Lamon, Ward H.|1828-1893||1|0|Found: via work_scan OpenL
Ward Hill Lamon|Ward Hill Lamon|Lamon, Ward Hill|1828-1893||1|0|Found: via work_scan WP
NA|Antoinette Abernethy Lamoreaux|Lamoreaux, Antoinette Abernethy|||0|0|
NA|Etienne-Léon Lamothe-Langon|Lamothe-Langon, Etienne-Léon, baron de, 1786-1864||1786-1864|0|0|
NA|Edward Lamplough|Lamplough, Edward|||0|0|
NA|F. Lamplugh|Lamplugh, F.|||0|0|
Archibald Lampman|Archibald Lampman|Lampman, Archibald, 1861-1899|1861-1899|1861-1899|3|1|Found: via dates
NA|Louise Lamprey|Lamprey, Louise, 1869-1951||1869-1951|0|0|
NA|Joseph Lamson|Lamson, Joseph|||0|0|
NA|Wilhelm Lamszus|Lamszus, Wilhelm|||0|0|
Rodolfo Lanciani|Rodolfo Amedeo Lanciani|Lanciani, Rodolfo Amedeo, 1847-1929|1845-1929|1847-1929|1|1|Found: via work_scan OpenL
NA|Gertrude Landa|Landa, Gertrude|||0|0|
NA|Irving W. Lande|Lande, Irving W.|||0|0|
NA|Kenneth Landfrey|Landfrey, Kenneth|||0|0|
Frederick Landis|Frederick Landis|Landis, Frederick, 1872-1934|1872-1934|1872-1934|1|1|Found: via dates
Isaac Landman|Isaac Landman|Landman, Isaac, 1880-1946|1880-1946|1880-1946|1|0|Found: via dates
NA|Herman Landon|Landon, Herman|||2|0|False Positive: Herman Landon
Arnold Henry Savage Landor|Arnold Henry Savage Landor|Landor, Arnold Henry Savage, 1865-1924|1865-1924|1865-1924|6|1|Found: via work_scan OpenL
NA|Edward Wilson Landor|Landor, Edward Wilson, 1811-1878||1811-1878|0|0|
Walter Savage Landor|Walter Savage Landor|Landor, Walter Savage, 1775-1864|1775-1864|1775-1864|4|1|Found: via dates
John M. Landrum|John M. Landrum|Landrum, John M.|1815-1861||1|0|Found: via work_scan OpenL
William Landsborough|William Landsborough|Landsborough, William, 1825-1886|1825-1886|1825-1886|1|1|Found: via dates
NA|Charles Henry Lane|Lane, Charles Henry|||0|0|Possible Type 1: Charles Lane
Edward William Lane|Edward William Lane|Lane, Edward William|1801-1876||2|0|Found: via work_scan WP
Elinor Macartney Lane|Elinor Macartney Lane|Lane, Elinor Macartney, 1864-1909|1864-1909|1864-1909|2|0|Found: via dates
Franklin Knight Lane|Franklin K. Lane|Lane, Franklin K., 1864-1921|1864-1921|1864-1921|2|1|Found: via dates
NA|George M. Lane|Lane, George M.|||0|0|
NA|John Veasey Lane|Lane, John V. (John Veasey), 1861-||1861-|0|0|
John Lane (publisher)|John Lane|Lane, John, Mrs.|1854-1925||0|0|Found: via work_scan WP
Lunsford Lane|Lunsford Lane|Lane, Lunsford, 1803-|1803-1870s|1803-|1|1|Found: via work_scan OpenL
Mizora|Mary E. Bradley Lane|Lane, Mary E. Bradley|||0|0|Found: via manual
Stanley Lane-Poole|Stanley Lane-Poole|Lane-Poole, Stanley, 1854-1931|1854-1931|1854-1931|1|1|Found: via dates
NA|Allen Kim Lang|Lang, Allen Kim, 1928-||1928-|0|0|
Andrew Lang|Andrew Lang|Lang, Andrew, 1844-1912|1844-1912|1844-1912|68|1|Found: via dates
NA|George Lang|Lang, George|||0|0|False Positive: George Lang (builder)
NA|Jeanie Lang|Lang, Jeanie|||0|0|
John Lang (writer)|John Lang|Lang, John|1816-1864||0|0|Found: via manual
Andrew Lang|Andrew Lang|Lang, Mrs. Andrew|1844-1912||1|1|Found: via work_scan OpenL
NA|Lang|Lang, Mrs.|||0|0|
NA|T. B. Lang|Lang, T. B.|||0|0|
Stephen Herbert Langdon|Stephen Langdon|Langdon, Stephen, 1876-1937|1876-1937|1876-1937|2|0|Found: via dates
Algot Lange|Algot Lange|Lange, Algot, 1884-|1884-|1884-|1|1|Found: via work_scan OpenL
NA|D. Lange|Lange, D.|||0|0|
Nathaniel P. Langford|Nathaniel Pitt Langford|Langford, Nathaniel Pitt, 1832-1911|1832-1911|1832-1911|1|1|Found: via dates
NA|Norman F. Langford|Langford, Norman F., 1914-||1914-|0|0|
NA|Langhuanshanqiao|Langhuanshanqiao, 18th/19th cent.||18th/19thcent.-|0|0|
NA|Karol Langie|Langie, Karol, 1814-1889||1814-1889|0|0|
William Langland|William Langland|Langland, William|1332-1386||2|0|Found: via work_scan OpenL
Charles-Victor Langlois|Charles Victor Langlois|Langlois, Charles Victor, 1863-1929|1863-1929|1863-1929|1|1|Found: via dates
NA|Irene Langridge|Langridge, Irene|||0|0|Possible Type 5: William Blake
NA|Langsdorff|Langsdorff, Baron de|||0|0|
L. L. Langstroth|Lorenzo Lorraine Langstroth|Langstroth, L. L. (Lorenzo Lorraine), 1810-1895|1810-1895|1810-1895|1|1|Found: via dates
NA|Daniel Avery Langworthy|Langworthy, Daniel Avery|||0|0|
NA|John Luther Langworthy|Langworthy, John Luther|||0|0|
Sidney Lanier|Sidney Lanier|Lanier, Sidney, 1842-1881|1842-1881|1842-1881|3|1|Found: via dates
Sterling E. Lanier|Sterling E. Lanier|Lanier, Sterling E., 1927-2007|1927-2007|1927-2007|1|1|Found: via dates
Ray Lankester|Edwin Ray Lankester|Lankester, E. Ray (Edwin Ray), Sir, 1847-1929|1847-1929|1847-1929|1|1|Found: via dates
NA|Henry Venn Lansdown|Lansdown, Henry Venn|||0|0|
NA|Lillian B. Lansdown|Lansdown, Lillian B.|||0|0|
Robert Lansing|Robert Lansing|Lansing, Robert, 1864-1928|1864-1928|1864-1928|1|0|Found: via dates
NA|D. Lantz|Lantz, D.|||0|0|
NA|David E. Lantz|Lantz, David E.|||0|0|
NA|David Lantz|Lantz, David|||0|0|
Luigi Lanzi|Luigi Antonio Lanzi|Lanzi, Luigi Antonio, 1732-1810|1732-1810|1732-1810|0|0|Found: via manual
Laozi|Laozi|Laozi|7thC-6thC||4|1|Found: via work_scan OpenL
NA|Lorédan Larchey|Larchey, Lorédan, 1831-1902||1831-1902|0|0|Possible Type 5: Octave Uzanne
Lucy Larcom|Lucy Larcom|Larcom, Lucy, 1824-1893|1824-1893|1824-1893|1|1|Found: via dates
Dionysius Lardner|Dionysius Lardner|Lardner, Dionysius|1793-1859||1|0|Found: via work_scan OpenL
Ring Lardner|Ring Lardner|Lardner, Ring, 1885-1933|1885-1933|1885-1933|4|1|Found: via dates
NA|Léonce de Larmandie|Larmandie, Léonce de, 1851-1921||1851-1921|0|0|
NA|William Trowbridge Larned|Larned, W. T. (William Trowbridge)|||0|0|
Mariano José de Larra|Mariano José de Larra|Larra, Mariano José de, 1809-1837|1809-1837|1809-1837|1|1|Found: via dates
William Larrabee (Iowa)|William Larrabee|Larrabee, William, 1832-1912|1832-1912|1832-1912|1|0|Found: via dates
Enrique Larreta|Enrique Larreta|Larreta, Enrique, 1875-1961|1875-1961|1875-1961|1|1|Found: via dates
NA|Hanna Astrup Larsen|Larsen, Hanna Astrup|||0|0|
NA|Laurence Marcellus Larson|Larson, Laurence Marcellus|||0|0|
NA|Ernst Larsson|Larsson, Ernst|||0|0|Possible Type 2: Ernst Larsson
NA|John Rouse Larus|Larus, John Rouse|||0|0|
Edward Lasker|Edward Lasker|Lasker, Edward, 1885-1981|1885-1981|1885-1981|3|1|Found: via dates
Else Lasker-Schüler|Else Lasker-Schüler|Lasker-Schüler, Else|1869-1945||1|1|Found: via template
Harold Laski|Harold Joseph Laski|Laski, Harold Joseph, 1893-1950|1893-1950|1893-1950|1|1|Found: via dates
Algot Untola|Maiju Lassila|Lassila, Maiju, 1868-1918|1868-1918|1868-1918|0|0|Found: via manual
NA|Emil Lassinen|Lassinen, Emil|||0|0|
NA|John Holladay Latané|Latané, John Holladay, 1869-1932||1869-1932|0|0|
Robert Gordon Latham|Robert Gordon Latham|Latham, R. G. (Robert Gordon), 1812-1888|1812-1888|1812-1888|6|0|Found: via dates
Henry J. Latham (writer)|Henry Latham|Latham, Rev. Henry|||1|0|Found: via manual
NA|Mary Artemisia Lathbury|Lathbury, Mary A. (Mary Artemisia), 1841-1913||1841-1913|0|0|
Thomas Lathbury|Thomas Lathbury|Lathbury, Thomas, 1798-1865|1798-1865|1798-1865|1|0|Found: via dates
George Parsons Lathrop|George Parsons Lathrop|Lathrop, George Parsons, 1851-1898|1851-1898|1851-1898|6|1|Found: via dates
Mother Mary Alphonsa|Rose Hawthorne Lathrop|Lathrop, Rose Hawthorne, 1851-1926|1851-1926|1851-1926|2|1|Found: via dates
NA|Charles Latimer|Latimer, Charles|||0|0|
Elizabeth Wormeley Latimer|Elizabeth Wormeley Latimer|Latimer, Elizabeth Wormeley, 1822-1904|1822-1904|1822-1904|1|0|Found: via dates
Hugh Latimer|Hugh Latimer|Latimer, Hugh, 1485?-1555|-1555|1485-1555|1|1|Found: via work_scan OpenL
NA|Dante A. Lattes|Lattes, Dante A.|||0|0|
Jean Henri Latude|Jean Henri Latude|Latude, Jean Henri, 1725-1805|1725-1805|1725-1805|1|1|Found: via dates
Andreas Latzko|Andreas Latzko|Latzko, Andreas, 1876-1943|1876-1943|1876-1943|2|1|Found: via dates
Harry Lauder|Harry Lauder|Lauder, Harry, Sir, 1870-1950|1870-1950|1870-1950|2|1|Found: via dates
NA|Philippe Lauer|Lauer, Philippe, 1874-1953||1874-1953|0|0|
NA|William B. Laughead|Laughead, William B., 1882-1958||1882-1958|0|0|
Clara E. Laughlin|Clara Elizabeth Laughlin|Laughlin, Clara E. (Clara Elizabeth), 1873-1941|1873-1941|1873-1941|2|1|Found: via dates
Keith Laumer|Keith Laumer|Laumer, Keith, 1925-1993|1925-1993|1925-1993|4|1|Found: via dates
NA|Louis Launay|Launay, L. de (Louis), 1860-1938||1860-1938|0|0|
L. W. de Laurence|L. W. de Laurence|Laurence, L. W. de|1868-1936||1|0|Found: via work_scan OpenL
Paul Matthieu Hermann Laurent|Hermann Laurent|Laurent, Hermann|1841-1908||1|0|Found: via work_scan OpenL
George Brenton Laurie|George Brenton Laurie|Laurie, G. B. (George Brenton), 1867-1915|1867-1915|1867-1915|0|0|Found: via manual
NA|Thomas Laurie|Laurie, Thomas, 1821-1897||1821-1897|0|0|Possible Type 2: Thomas Laurie
Agnes Christina Laut|Agnes C. Laut|Laut, Agnes C., 1871-1936|1871-1936|1871-1936|0|0|Found: via manual
Comte de Lautréamont|Lautréamont|Lautréamont, comte de, 1846-1870|1846-1870|1846-1870|2|1|Found: via dates
NA|Stéphane Lauzanne|Lauzanne, Stéphane, 1874-||1874-|0|0|
NA|Théophile Lavallée|Lavallée, Théophile, 1804-1865||1804-1865|0|0|
Gaston Lavalley|Gaston Lavalley|Lavalley, Gaston, 1834-1922|1834-1922|1834-1922|1|1|Found: via dates
NA|Johann Caspar Lavater|Lavater, Johann Caspar|||0|0|Possible Type 2: Johann Kaspar Lavater
NA|Jerome Buell Lavay|Lavay, Jerome Buell, 1860-||1860-|0|0|
Émile Louis Victor de Laveleye|Emile de Laveleye|Laveleye, Emile de, 1822-1892|1822-1892|1822-1892|1|1|Found: via dates
NA|Edith Lavell|Lavell, Edith|||0|0|
NA|F. Lavis|Lavis, F.|||0|0|
Ernest Lavisse|Ernest Lavisse|Lavisse, Ernest, 1842-1922|1842-1922|1842-1922|1|0|Found: via dates
Antoine Lavoisier|Antoine Lavoisier|Lavoisier, Antoine, 1743-1794|1743-1794|1743-1794|1|1|Found: via dates
Ernest Law|Ernest Law|Law, Ernest|1854-1930||1|0|Found: via work_scan OpenL
Emily Lawless|Emily Lawless|Lawless, Emily, 1845-1913|1845-1913|1845-1913|1|1|Found: via dates
NA|Lawrence Radiation Laboratory|Lawrence Radiation Laboratory|||0|0|Possible Type 2: Lawrence Berkeley National Laboratory
Amos Lawrence|Amos Lawrence|Lawrence, Amos|1786-1852||1|0|Found: via work_scan OpenL
D. H. Lawrence|David Herbert Lawrence|Lawrence, D. H. (David Herbert), 1885-1930|1885-1930|1885-1930|21|1|Found: via dates
George Alfred Lawrence|George Alfred Lawrence|Lawrence, George A. (George Alfred), 1827-1876|1827-1876|1827-1876|4|1|Found: via dates
Josephine Lawrence|Josephine Lawrence|Lawrence, Josephine, 1897?-1978|1889-1978|1897-1978|0|0|Found: via manual
Brother Lawrence|Lawrence of the Resurrection Brother|Lawrence, of the Resurrection, Brother, 1611-1691|1610s-1691|1611-1691|2|1|Found: via work_scan WP
NA|Robert Means Lawrence|Lawrence, Robert Means, 1847-1935||1847-1935|0|0|
NA|William Lawrence|Lawrence, William, 1791-1867||1791-1867|0|0|
Alfred Lawson|Alfred William Lawson|Lawson, Alfred W. (Alfred William), 1869-1954|1869-1954|1869-1954|1|1|Found: via dates
Henry Lawson|Henry Lawson|Lawson, Henry, 1867-1922|1867-1922|1867-1922|7|1|Found: via dates
John Lawson (explorer)|John Lawson|Lawson, John, 1674-1711|1674-1711|1674-1711|1|0|Found: via dates
Thomas W. Lawson (businessman)|Thomas William Lawson|Lawson, Thomas William, 1857-1925|1857-1925|1857-1925|2|1|Found: via dates
NA|Frederick Lawton|Lawton, Frederick|||1|0|False Positive: Frederick Lawton
NA|Mark E. Laxer|Laxer, Mark E.|||0|0|
Layamon|Layamon|Layamon|||0|0|Found: via manual
NA|Austen H. Layard|Layard, Austen H.|||0|0|
NA|Hermon Basil Laymon|Laymon, Hermon Basil|||0|0|
NA|Vincenzo Lazari|Lazari, Vincenzo, 1823-1864||1823-1864|0|0|
Emma Lazarus|Emma Lazarus|Lazarus, Emma, 1849-1887|1849-1887|1849-1887|2|1|Found: via dates
NA|Frederick John Lazell|Lazell, Frederick John, 1870-1940||1870-1940|0|0|
Gustave Le Bon|Gustave Le Bon|Le Bon, Gustave, 1841-1931|1841-1931|1841-1931|5|1|Found: via dates
NA|Charles Gabriel Le Clerc|Le Clerc, Charles Gabriel, 1644-||1644-|0|0|
Sheridan Le Fanu|Joseph Sheridan Le Fanu|Le Fanu, Joseph Sheridan, 1814-1873|1814-1873|1814-1873|31|1|Found: via dates
NA|Amy Le Feuvre|Le Feuvre, Amy, -1929||-1929|0|0|
Richard Le Gallienne|Richard Le Gallienne|Le Gallienne, Richard, 1866-1947|1866-1947|1866-1947|17|1|Found: via dates
Charles Le Goffic|Charles Le Goffic|Le Goffic, Charles, 1863-1932|1863-1932|1863-1932|3|0|Found: via dates
James MacPherson Le Moine|James MacPherson Le Moine|Le Moine, J. M. (James MacPherson), Sir, 1825-1912|1825-1912|1825-1912|1|1|Found: via dates
Antoine-Simon Le Page du Pratz|Le Page du Pratz|Le Page du Pratz, -1775|1695-1775|-1775|1|1|Found: via work_scan OpenL
Augustus Le Plongeon|Augustus Le Plongeon|Le Plongeon, Augustus, 1826-1908|1825-1908|1826-1908|1|0|Found: via work_scan OpenL
William Le Queux|William Le Queux|Le Queux, William, 1864-1927|1864-1927|1864-1927|68|1|Found: via dates
NA|J. A. Le Roi|Le Roi, (J. A.) Joseph Adrien, 1797-1873||1797-1873|0|0|
NA|Albert Le Roy|Le Roy, Albert, 1856-1905||1856-1905|0|0|
Édouard Le Roy|Edouard Le Roy|Le Roy, Edouard, 1870-1954|1870-1954|1870-1954|1|1|Found: via dates
NA|Eugène Le Roy|Le Roy, Eugène, 1836-1907||1836-1907|0|0|
Alain-René Lesage|Alain René Le Sage|Le Sage, Alain René, 1668-1747|1668-1747|1668-1747|4|1|Found: via dates
NA|Elizabeth Ellicott Lea|Lea, Elizabeth E. (Elizabeth Ellicott), 1793-1858||1793-1858|0|0|
Henry Charles Lea|Henry Charles Lea|Lea, Henry Charles, 1825-1909|1825-1909|1825-1909|6|1|Found: via dates
NA|Henry Leach|Leach, Henry|||2|0|False Positive: Henry Leach ; Henry Leach (British Army officer)
John Albert Leach|John Albert Leach|Leach, John Albert|1870-1929||1|0|Found: via work_scan OpenL
NA|Orville Livingston Leach|Leach, Orville Livingston|||0|0|
NA|John Leacock|Leacock, John, 1729-1802||1729-1802|0|0|
Stephen Leacock|Stephen Leacock|Leacock, Stephen, 1869-1944|1869-1944|1869-1944|16|1|Found: via dates
Charles Webster Leadbeater|Charles Webster Leadbeater|Leadbeater, C. W. (Charles Webster), 1854-1934|1854-1934|1854-1934|3|1|Found: via dates
NA|Christopher Leadem|Leadem, Christopher|||0|0|
NA|Arthur Herbert Leahy|Leahy, Arthur Herbert, 1857-1928||1857-1928|0|0|
NA|Tom Leahy|Leahy, Tom|||0|0|
NA|William Augustine Leahy|Leahy, W. A. (William Augustine)|||0|0|
António Gomes Leal|António Duarte Gomes Leal|Leal, António Duarte Gomes, 1848-1921|1848-1921|1848-1921|4|0|Found: via dates
NA|José da Silva Mendes Leal|Leal, José da Silva Mendes, 1818-1886||1818-1886|0|0|
Charles Leale|Charles Augustus Leale|Leale, Charles Augustus, 1842-1932|1842-1932|1842-1932|1|0|Found: via dates
NA|Thomas Leaming|Leaming, Thomas|||0|0|
Edmund Leamy|Edmund Leamy|Leamy, Edmund, 1848-1904|1848-1904|1848-1904|3|1|Found: via dates
Edward Lear|Edward Lear|Lear, Edward, 1812-1888|1812-1888|1812-1888|9|1|Found: via dates
William Keith Leask|William Keith Leask|Leask, W. Keith (William Keith), 1857-|1857-1925|1857-|2|1|Found: via work_scan OpenL
NA|William Harvey Leathem|Leathem, W. H. (William Harvey)|||0|0|
NA|Mary Elizabeth Southwell Dudley Leathley|Leathley, Mary Elizabeth Southwell Dudley, 1818-1899||1818-1899|0|0|
NA|Elizabeth Davis Leavitt|Leavitt, Elizabeth Davis|||0|0|
Joshua Leavitt|Joshua Leavitt|Leavitt, Joshua, 1794-1873|1794-1873|1794-1873|1|0|Found: via dates
NA|Lydia Leavitt|Leavitt, Lydia|||0|0|
NA|Marie Lebert|Lebert, Marie|||0|0|Possible Type 8: Benjamin Lebert
Georgette Leblanc|Georgette Leblanc|Leblanc, Georgette, 1869-1941|1875-1941|1869-1941|1|1|Found: via work_scan OpenL
Maurice Leblanc|Maurice Leblanc|Leblanc, Maurice, 1864-1941|1864-1941|1864-1941|19|1|Found: via dates
NA|Adrien Leblond|Leblond, Adrien, 1854-1939||1854-1939|0|0|
NA|Ernest Lebon|Lebon, Ernest, 1846-1922||1846-1922|0|0|
William Edward Hartpole Lecky|William Edward Hartpole Lecky|Lecky, William Edward Hartpole, 1838-1903|1838-1903|1838-1903|4|1|Found: via dates
NA|Hermine Oudinot Le du Noüy|Lecomte du Noüy, Hermine Oudinot, 1854-1915||1854-1915|0|0|
NA|Eva Le|Lecomte, Eva|||0|0|
NA|Lector|Lector|||0|0|Possible Type 2: Lector
NA|Karl Friedrich Ledderhose|Ledderhose, Karl Friedrich|||0|0|
Stéphane Leduc|Stéphane Leduc|Leduc, Stéphane, 1853-1939|1853-1939|1853-1939|1|1|Found: via dates
NA|Andrew Lee|Lee, Andrew, 1745-1832||1745-1832|0|0|
NA|Charles A. Lee|Lee, Charles A.|||0|0|Possible Type 2: Charles A. Lee
NA|Day Kellogg Lee|Lee, Day Kellogg, 1816-1869||1816-1869|0|0|
NA|Edmund Lee|Lee, Edmund|||0|0|
NA|Eliza Buckminster Lee|Lee, Eliza Buckminster, 1788-1864||1788-1864|0|0|
Gerald Stanley Lee|Gerald Stanley Lee|Lee, Gerald Stanley, 1862-1944|1862-1944|1862-1944|4|1|Found: via dates
Henry W. Lee|Henry William Lee|Lee, H. W. (Henry William), 1865-1932|1865-1932|1865-1932|3|0|Found: via dates
NA|Hannah Farnham Sawyer Lee|Lee, Hannah Farnham Sawyer, 1780-1865||1780-1865|0|0|
Harriet Parr|Holme Lee|Lee, Holme, 1828-1900|1828-1900|1828-1900|1|0|Found: via dates
Ida Lee|Ida Lee|Lee, Ida, 1865-1943|1865-1943|1865-1943|1|1|Found: via dates
NA|J. F. Lee|Lee, J. F.|||0|0|
NA|Jennette Lee|Lee, Jennette, 1860-1951||1860-1951|0|0|
NA|Minnie Mary Lee|Lee, Minnie Mary, 1826-1903||1826-1903|0|0|
NA|R. Lee|Lee, R., Mrs., 1791-1856||1791-1856|0|0|
Robert E. Lee, Jr.|Robert Edward Lee|Lee, Robert E. (Robert Edward), 1843-1914|1843-1914|1843-1914|1|0|Found: via dates
Sidney Lee|Sidney Lee|Lee, Sidney, Sir, 1859-1926|1859-1926|1859-1926|2|1|Found: via dates
Vernon Lee|Vernon Lee|Lee, Vernon, 1856-1935|1856-1935|1856-1935|15|1|Found: via dates
NA|William M. Lee|Lee, William M.|||0|0|
John Leech (caricaturist)|John Leech|Leech, John, 1817-1864|1817-1864|1817-1864|4|0|Found: via dates
NA|Samuel Vanderlip Leech|Leech, Samuel Vanderlip, 1837-1916||1837-1916|0|0|
NA|Lewis W. Leeds|Leeds, Lewis W.|||0|0|
Cameron Lees|James Cameron Lees|Lees, J. Cameron (James Cameron), 1834-1913|1834-1913|1834-1913|1|0|Found: via dates
NA|Jacobus Adrien Cornelius Leeuwen|Leeuwen, J. A. C. van (Jacobus Adrien Cornelius), 1870-1930||1870-1930|0|0|
Antonie van Leeuwenhoek|Antoni van Leeuwenhoek|Leeuwenhoek, Antoni van, 1632-1723|1632-1723|1632-1723|1|1|Found: via dates
NA|Victor Lefebure|Lefebure, Victor|||0|0|
Edwin Lefèvre|Edwin Lefevre|Lefevre, Edwin, 1871-1943|1871-1943|1871-1943|2|0|Found: via dates
NA|Félicité Lefèvre|Lefèvre, Félicité, 1869-||1869-|0|0|
Albert Leffingwell|Albert Leffingwell|Leffingwell, Albert, 1845-1916|1845-1916|1845-1916|2|1|Found: via dates
Anne Charlotte Leffler|Anne Charlotte Leffler|Leffler, Anne Charlotte, 1849-1892|1849-1892|1849-1892|4|0|Found: via dates
NA|Edmund H. Leftwich|Leftwich, Edmund H.|||0|0|
James Legge|James Legge|Legge, James, 1815-1897|1815-1897|1815-1897|3|1|Found: via dates
NA|Henry Eduard Legler|Legler, Henry Eduard, 1861-1917||1861-1917|0|0|
NA|John M. Legler|Legler, John M.|||0|0|
NA|Georges Victor Legros|Legros, Georges Victor, 1862-||1862-|0|0|
NA|Friedrich Johann Lehmann|Lehmann, Friedrich J. (Friedrich Johann), 1866-1950||1866-1950|0|0|
Lilli Lehmann|Lilli Lehmann|Lehmann, Lilli, 1848-1929|1848-1929|1848-1929|1|0|Found: via dates
R. C. Lehmann|Rudolf Chambers Lehmann|Lehmann, R. C. (Rudolf Chambers), 1856-1929|1856-1929|1856-1929|2|1|Found: via dates
NA|Robert Lehmann-Nitsche|Lehmann-Nitsche, Robert, 1872-1938||1872-1938|0|0|
Derrick Norman Lehmer|Derrick Norman Lehmer|Lehmer, Derrick Norman, 1868-1938|1867-1938|1868-1938|1|0|Found: via work_scan OpenL
NA|Lehne|Lehne, Fr., 1874-1957||1874-1957|0|0|
Ernst Lehrs|Ernst Lehrs|Lehrs, Ernst, 1894-1979|1894-1979|1894-1979|1|1|Found: via dates
Joel Lehtonen|Joel Lehtonen|Lehtonen, Joel, 1881-1934|1881-1934|1881-1934|3|1|Found: via dates
