Cassius Dio|Cassius Dio Cocceianus|Cassius Dio Cocceianus|155-235||0|1|Found: via work_scan OpenL
Herbert Newton Casson|Herbert Newton Casson|Casson, Herbert Newton, 1869-1951|1869-1951|1869-1951|3|1|Found: via dates
NA|J. André Castaigne|Castaigne, J. André|||0|0|
NA|D. B. Casteel|Casteel, D. B.|||0|0|
NA|Jean de Castel|Castel, Jean de|||0|0|
Enrico Castelnuovo|Enrico Castelnuovo|Castelnuovo, Enrico, 1839-1915|1839-1915|1839-1915|5|1|Found: via dates
Camilo Castelo Branco|Camilo Castelo Branco|Castelo Branco, Camilo, 1825-1890|1825-1890|1825-1890|47|1|Found: via dates
António Feliciano de Castilho|Antonio Feliciano de Castilho|Castilho, Antonio Feliciano de, 1800-1875|1800-1875|1800-1875|3|0|Found: via dates
Hippolyte Castille|Hippolyte Castille|Castille, Hippolyte, 1820-1886|1820-1886|1820-1886|1|1|Found: via dates
John Castillo|John Castillo|Castillo, John|1792-1845||0|0|Found: via work_scan OpenL
NA|Arnold Castle|Castle, Arnold|||0|0|
Egerton Castle|Egerton Castle|Castle, Egerton, 1858-1920|1858-1920|1858-1920|1|1|Found: via dates
NA|Henry A. Castle|Castle, Henry A.|||0|0|
NA|Virginia Carter Castleman|Castleman, Virginia Carter|||0|0|
Harry Castlemon|Harry Castlemon|Castlemon, Harry, 1842-1915|1842-1915|1842-1915|19|1|Found: via dates
NA|Herbert de Caston|Caston, Herbert de|||0|0|
Adolfo de Castro|Adolfo de Castro|Castro, Adolfo de, 1823-1898|-1898|1823-1898|0|0|Found: via work_scan OpenL
NA|Cristóbal de Castro|Castro, Cristóbal de, 1874-1953||1874-1953|0|0|
NA|Modesto  de Castro|Castro, Modesto  de, 1819-1864||1819-1864|0|0|
NA|Urbano de Castro|Castro, Urbano de, 1850-1902||1850-1902|0|0|
NA|Henry Caswall|Caswall, Henry|||0|0|
NA|Harriet S. Caswell|Caswell, Harriet S., 1834-||1834-|0|0|
Caterina Albert|Víctor Català|Català, Víctor, 1869-1966|1869-1966|1869-1966|1|0|Found: via dates
NA|Michael Cathal|Cathal, Michael|||0|0|
Willa Cather|Willa Cather|Cather, Willa, 1873-1947|1873-1947|1873-1947|11|1|Found: via dates
NA|Catherine II Empress of Russia|Catherine II Empress of Russia|||0|0|
Catherine of Siena|Catherine of Siena Saint|Catherine, of Siena, Saint, 1347-1380|1347-1380|1347-1380|2|1|Found: via dates
Mary Hartwell Catherwood|Mary Hartwell Catherwood|Catherwood, Mary Hartwell, 1847-1902|1847-1902|1847-1902|17|1|Found: via dates
George Catlin|George Catlin|Catlin, George|1796-1872||0|0|Found: via work_scan OpenL
Jacob Cats|Jacob Cats|Cats, Jacob, 1577-1660|1577-1660|1577-1660|1|0|Found: via dates
Catullus|Gaius Valerius Catullus|Catullus, Gaius Valerius, 84 BC-54 BC|84-54|84-54|0|0|Found: via work_scan OpenL
NA|John Alan Lyde Caunter|Caunter, John Alan Lyde|||0|0|
NA|James Causey|Causey, James, 1924-2003||1924-2003|0|0|
NA|G. S. Cautley|Cautley, G. S.|||0|0|
NA|Frances Cavanah|Cavanah, Frances, 1889-1982||1889-1982|0|0|
Georgiana Cavendish, Duchess of Devonshire|Georgiana Cavendish|Cavendish, Georgiana|1757-1806||0|0|Found: via work_scan OpenL
NA|Elmer Warren Cavins|Cavins, Elmer W. (Elmer Warren), 1864-||1864-|0|0|
NA|James Lewis Caw|Caw, J. L. (James Lewis), Sir, 1864-1950||1864-1950|0|0|
Madison Cawein|Madison Julius Cawein|Cawein, Madison Julius, 1865-1914|1865-1914|1865-1914|16|1|Found: via dates
William Caxton|William Caxton|Caxton, William, 1422?-1492?|15thC-1492|1422-1492|0|1|Found: via work_scan OpenL
Jacques Cazotte|Jacques Cazotte|Cazotte, Jacques, 1719-1792|1719-1792|1719-1792|1|1|Found: via dates
NA|Sabina Cecil|Cecil, Sabina|||0|0|
Benvenuto Cellini|Benvenuto Cellini|Cellini, Benvenuto, 1500-1571|1500-1571|1500-1571|1|1|Found: via dates
NA|Elisabeth Celnart|Celnart, Elisabeth|||0|0|
NA|Ralph Centennius|Centennius, Ralph|||0|0|
Susanna Centlivre|Susanna Centlivre|Centlivre, Susanna, 1667?-1723|1667-1723|1667-1723|3|1|Found: via dates
NA|Giovanni Battista Cerruti|Cerruti, Giovanni Battista, 1850-1914||1850-1914|0|0|
NA|Antonio Ceruti|Ceruti, Antonio|||0|0|
Miguel de Cervantes|Miguel de Cervantes Saavedra|Cervantes Saavedra, Miguel de, 1547-1616|1547-1616|1547-1616|58|1|Found: via dates
Miguel de Cervantes|Michel Cervantes|Cervantes, Michel|1547-1616||0|0|Found: via manual
NA|Florian Stanisław Ceynowa|Ceynowa, Florian Stanisław, 1817-1881||1817-1881|0|0|
NA|Alphonse Chabot|Chabot, Alphonse|||0|0|
NA|Charles Ernest Chadsey|Chadsey, Charles Ernest|||0|0|
NA|G. A. Chadwick|Chadwick, G. A.|||0|0|
Howard R. Garis|Lester Chadwick|Chadwick, Lester|1873-1962||0|1|Found: via work_scan OpenL WLH
Lewis Sperry Chafer|Lewis Sperry Chafer|Chafer, Lewis Sperry, 1871-1952|1871-1952|1871-1952|1|1|Found: via dates
NA|Allen Chaffee|Chaffee, Allen|||0|0|
NA|William Chaffers|Chaffers, William|||0|0|Possible Type 1: William Henry Chaffers
NA|Manuel Pinheiro Chagas|Chagas, Manuel Pinheiro, 1842-1895||1842-1895|0|0|Possible Type 5: Teófilo Braga
NA|Candide Chalippe|Chalippe, Candide, 1684-1757||1684-1757|0|0|
James Challis|James Challis|Challis, James, 1803-1882|1803-1882|1803-1882|1|0|Found: via dates
NA|Amy D. V. Chalmers|Chalmers, Amy D. V.|||0|0|
George Chalmers (antiquarian)|George Chalmers|Chalmers, George|1742-1825||0|0|Found: via manual
James Chalmers (missionary)|James Chalmers|Chalmers, James, 1841-1901|1841-1901|1841-1901|1|0|Found: via dates
NA|Margaret Piper Chalmers|Chalmers, Margaret Piper, 1880-||1880-|0|0|
NA|Patrick Chalmers|Chalmers, Patrick|||0|0|False Positive: Patrick Chalmers (MP)
Alexander Francis Chamberlain|Alexander Francis Chamberlain|Chamberlain, Alexander Francis, 1865-1914|1865-1914|1865-1914|1|1|Found: via dates
NA|Arthur Henry Chamberlain|Chamberlain, Arthur Henry, 1870-1942||1870-1942|0|0|
Basil Hall Chamberlain|Basil Hall Chamberlain|Chamberlain, Basil Hall, 1850-1935|1850-1935|1850-1935|3|1|Found: via dates
NA|George Agnew Chamberlain|Chamberlain, George Agnew, 1879-1966||1879-1966|0|0|
NA|J. N. Chamberlain|Chamberlain, J. N.|||0|0|False Positive: Neville Francis Fitzgerald Chamberlain
NA|James Franklin Chamberlain|Chamberlain, James Franklin|||0|0|
NA|Lucia Chamberlain|Chamberlain, Lucia|||0|0|
NA|Joseph Edgar Chamberlin|Chamberlin, Joseph Edgar|||0|0|
Charles Haddon Chambers|Charles Haddon Chambers|Chambers, Charles Haddon|1860-1921||0|0|Found: via work_scan OpenL
NA|F. W. Chambers|Chambers, F. W.|||0|0|
NA|George Frederick Chambers|Chambers, George F. (George Frederick), 1841-1915||1841-1915|0|0|
Raymond Wilson Chambers|Raymond Wilson Chambers|Chambers, R. W. (Raymond Wilson), 1874-1942|1874-1942|1874-1942|1|0|Found: via dates
Robert W. Chambers|Robert William Chambers|Chambers, Robert W. (Robert William), 1865-1933|1865-1933|1865-1933|42|1|Found: via dates
Robert Chambers (publisher born 1802)|Robert Chambers|Chambers, Robert, 1802-1871|1802-1871|1802-1871|1|0|Found: via dates
William Chambers (architect)|William Chambers|Chambers, Sir William, 1723-1796|1723-1796|1723-1796|1|0|Found: via dates
Adelbert von Chamisso|Adelbert von Chamisso|Chamisso, Adelbert von, 1781-1838|1781-1838|1781-1838|4|1|Found: via dates
Champfleury|Jules Champfleury|Champfleury, Jules, 1821-1889|1821-1889|1821-1889|0|0|Found: via manual
Samuel de Champlain|Samuel de Champlain|Champlain, Samuel de, 1574-1635|1574-1635|1574-1635|5|1|Found: via dates
NA|Thomas Champness|Champness, Thomas, 1832-1905||1832-1905|0|0|
Elizabeth Williams Champney|Elizabeth Williams Champney|Champney, Elizabeth W. (Elizabeth Williams), 1850-1922|1850-1922|1850-1922|3|1|Found: via dates
Jean-François Champollion|Jean-François Champollion|Champollion, Jean-François, 1790-1832|1790-1832|1790-1832|1|1|Found: via dates
NA|Ausone Chancel|Chancel, A. de (Ausone)|||0|0|
Henry William Chandler|Henry William Chandler|Chandler, Henry W. (Henry William), 1828-1889|1828-1889|1828-1889|1|0|Found: via dates
NA|Katherine Chandler|Chandler, Katherine|||0|0|
Walter M. Chandler|Walter M. Chandler|Chandler, Walter M.|1867-1935||0|0|Found: via work_scan OpenL
Edward Channing|Edward Channing|Channing, Edward, 1856-1931|1856-1931|1856-1931|1|1|Found: via dates
William Ellery Channing|William E. Channing|Channing, William E.|1780-1842||0|0|Found: via work_scan OpenL
NA|Joseph Horatio Chant|Chant, Joseph Horatio, 1837-1928||1837-1928|0|0|
NA|Guy Chantepleure|Chantepleure, G. (Guy), 1875-||1875-|0|0|
NA|Mabel Mary Agnes Cosgrove Chan-Toon|Chan-Toon, Mabel Mary Agnes Cosgrove, 1872-||1872-|0|0|
NA|Madame B. Chantre|Chantre, B., Madame|||0|0|
NA|Yuezhi Chao|Chao, Yuezhi, 1059-1129||1059-1129|0|0|
Thomas Chapais|Thomas Chapais|Chapais, Thomas, 1858-1946|1858-1946|1858-1946|2|1|Found: via dates
Howard I. Chapelle|Howard Irving Chapelle|Chapelle, Howard Irving, 1901-1975|1901-1975|1901-1975|3|0|Found: via dates
NA|Suse la Chapelle-Roobol|Chapelle-Roobol, Suse la|||0|0|
Alfred C. Chapin|Alfred C. Chapin|Chapin, Alfred C.|1848-1936||0|0|Found: via manual
Anna Alice Chapin|Anna Alice Chapin|Chapin, Anna Alice, 1880-1920|1880-1920|1880-1920|1|0|Found: via dates
Edwin Hubbell Chapin|Edwin Hubbell Chapin|Chapin, E. H. (Edwin Hubbell), 1814-1880|1814-1880|1814-1880|2|1|Found: via dates
James Chapin|James Chapin|Chapin, James|1889-1964||0|0|Found: via manual
Charlie Chaplin|Charlie Chaplin|Chaplin, Charlie, 1889-1977|1889-1977|1889-1977|1|0|Found: via dates
NA|Heman White Chaplin|Chaplin, Heman White, 1847-1924||1847-1924|0|0|
Ralph Chaplin|Ralph Chaplin|Chaplin, Ralph, 1887-1961|1887-1961|1887-1961|2|1|Found: via dates
NA|Allen Chapman|Chapman, Allen|||0|0|False Positive: Allen Chapman
Arthur Chapman (poet)|Arthur Chapman|Chapman, Arthur, 1873-1935|1873-1935|1873-1935|1|0|Found: via dates
NA|Edward Chapman|Chapman, Charles E. (Edward), 1880-1941||1880-1941|0|0|
NA|Ethel M. Chapman|Chapman, Ethel M., 1888-1976||1888-1976|0|0|
Frank Chapman (ornithologist)|Frank Michler Chapman|Chapman, Frank M. (Frank Michler), 1864-1945|1864-1945|1864-1945|2|0|Found: via dates
George Chapman|George Chapman|Chapman, George, 1559?-1634|1550s-1634|1559-1634|0|1|Found: via work_scan OpenL
John Wilbur Chapman|John Wilbur Chapman|Chapman, J. Wilbur (John Wilbur), 1859-1918|1859-1918|1859-1918|2|0|Found: via dates
John Jay Chapman|John Jay Chapman|Chapman, John Jay, 1862-1933|1862-1933|1862-1933|2|1|Found: via dates
NA|Samuel E. Chapman|Chapman, S. E. (Samuel E.)|||0|0|Possible Type 1: Samuel Chapman
NA|Thomas Chapman|Chapman, Thomas|||0|0|
NA|W. F. Chapman|Chapman, W. F.|||0|0|
Hester Chapone|Hester Chapone|Chapone, Hester, 1727-1801|1727-1801|1727-1801|1|0|Found: via dates
NA|Clovis Gillham Chappell|Chappell, Clovis Gillham, 1882-1972||1882-1972|0|0|
George Shepard Chappell|George Shepard Chappell|Chappell, George S. (George Shepard), 1877-1946|1877-1946|1877-1946|2|1|Found: via dates
William Chapple|William Allan Chapple|Chapple, W. A. (William Allan), 1864-1936|1864-1936|1864-1936|1|1|Found: via dates
NA|Herman Théodore Chappuis|Chappuis, Herman Théodore, 1844-1906||1844-1906|0|0|
NA|Félix Chapuis|Chapuis, Félix|||0|0|
NA|Thomas S. Chard|Chard, Thomas S.|||0|0|
Charles, Duke of Orléans|Charles d'Orléans|Charles, d'Orléans, 1394-1465|1394-1465|1394-1465|1|1|Found: via dates
Elizabeth Charles|Elizabeth Rundle Charles|Charles, Elizabeth Rundle, 1828-1896|1828-1896|1828-1896|5|0|Found: via dates
Charlotte Taylor Blow Charless|Charlotte Taylor Blow Charless|Charless, Charlotte Taylor Blow|1810-1905||0|0|Found: via work_scan OpenL
Carl Charlier|Carl Vilhelm Ludwig Charlier|Charlier, C. V. L. (Carl Vilhelm Ludwig), 1862-1934|1862-1934|1862-1934|1|0|Found: via dates
Charlotte Elizabeth Tonna|Charlotte Elizabeth|Charlotte Elizabeth, 1790-1846|1790-1846|1790-1846|2|1|Found: via dates
Désiré Charnay|Désiré Charnay|Charnay, Désiré, 1828-1915|1828-1915|1828-1915|1|1|Found: via dates
Godfrey Benson, 1st Baron Charnwood|Godfrey Rathbone Benson Charnwood|Charnwood, Godfrey Rathbone Benson, Baron, 1864-1945|1864-1945|1864-1945|0|0|Found: via work_scan OpenL
NA|Paul Charpentier|Charpentier, Paul|||0|0|
Isabelle de Charrière|Isabelle de Charrière|Charrière, Isabelle de, 1740-1805|1740-1805|1740-1805|1|0|Found: via dates
Édouard Charton|Édouard Charton|Charton, Édouard, 1807-1890|1807-1890|1807-1890|1|1|Found: via dates
NA|Allan Chase|Chase, Allan, 1913-||1913-|0|0|
NA|Eliza Brown Chase|Chase, Eliza B. (Eliza Brown)|||0|0|Possible Type 5: Jules Massenet
J. Smeaton Chase|Joseph Smeaton Chase|Chase, J. Smeaton (Joseph Smeaton), 1864-|1864-1923|1864-|0|0|Found: via work_scan OpenL
Jessie Graham Flower|Josephine Chase|Chase, Josephine, -1931|-1931|-1931|0|0|Found: via manual
Mary Ellen Chase|Mary Ellen Chase|Chase, Mary Ellen, 1887-1973|1887-1973|1887-1973|2|0|Found: via dates
Georges Chastellain|Georges Chastellain|Chastellain, Georges|15thC-1475||0|0|Found: via work_scan OpenL
François-René de Chateaubriand|François Auguste de Chateaubriand|Chateaubriand, François Auguste de|1768-1848||0|1|Found: via work_scan OpenL WLH
François-René de Chateaubriand|vi de François-René Chateaubriand|Chateaubriand, François-René, vicomte de, 1768-1848|1768-1848|1768-1848|0|0|Found: via dates
Clara de Chatelain|Clara de Chatelain|Chatelain, Clara de, 1807-1876|1807-1876|1807-1876|1|0|Found: via dates
Hobart Chatfield-Taylor|Hobart Chatfield Chatfield-Taylor|Chatfield-Taylor, H. C. (Hobart Chatfield), 1865-1945|1865-1945|1865-1945|1|0|Found: via dates
Bankim Chandra Chattopadhyay|Bankim Chandra Chatterji|Chatterji, Bankim Chandra, 1838-1894|1838-1894|1838-1894|1|1|Found: via dates
Edward Keble Chatterton|Edward Keble Chatterton|Chatterton, E. Keble (Edward Keble), 1878-1944|1878-1944|1878-1944|1|0|Found: via dates
Thomas Chatterton|Thomas Chatterton|Chatterton, Thomas, 1752-1770|1752-1770|1752-1770|1|1|Found: via dates
NA|Firm|Chatto & Windus (Firm)|||0|0|
NA|Kostantinos Chatzopoulos|Chatzopoulos, Kostantinos, 1868-1920||1868-1920|0|0|
NA|Mitsos Chatzopoulos|Chatzopoulos, Mitsos|||0|0|
Geoffrey Chaucer|Geoffrey Chaucer|Chaucer, Geoffrey, 1343?-1400|1343-1400|1343-1400|12|1|Found: via dates
NA|Christine Chaundler|Chaundler, Christine, 1887-1972||1887-1972|0|0|
NA|H. de Chavannes de la Giraudière|Chavannes de la Giraudière, H. de|||0|0|
NA|Pye Henry Chavasse|Chavasse, Pye Henry, 1810-1879||1810-1879|0|0|
NA|Manuel Chaves|Chaves, Manuel, 1870-1914||1870-1914|0|0|
NA|Eugène Chavette|Chavette, Eugène, 1827-1902||1827-1902|0|0|
Henry John Chaytor|Henry John Chaytor|Chaytor, H. J. (Henry John), 1871-1954|1871-1954|1871-1954|0|0|Found: via dates
NA|Harriet Anna Cheever|Cheever, Harriet A. (Harriet Anna)|||0|0|Possible Type 5: Louisa May Alcott
Cheiro|Cheiro|Cheiro, 1866-1936|1866-1936|1866-1936|1|0|Found: via dates
Anton Chekhov|Anton Pavlovich Chekhov|Chekhov, Anton Pavlovich, 1860-1904|1860-1904|1860-1904|24|1|Found: via dates
NA|Frank Howbert Cheley|Cheley, Frank H. (Frank Howbert), 1889-1941||1889-1941|0|0|
NA|Dorothée Chellier|Chellier, Dorothée|||0|0|
NA|Chen Chen|Chen, Chen, 1608?-||1608-|0|0|Possible Type 2: Chen Cheng
NA|Hongmo Chen|Chen, Hongmo, 1474-1555||1474-1555|0|0|
NA|Lang Chen|Chen, Lang, 18th cent.||18thcent.-|0|0|
NA|Liang Chen|Chen, Liang, 1143-1194||1143-1194|0|0|Possible Type 2: Liang Chen
Chen Shou|Shou Chen|Chen, Shou, 233-297|233-297|233-297|1|0|Found: via dates
Harriet Vaughan Cheney|Harriet Vaughan Cheney|Cheney, H. V. (Harriet Vaughan), 1796-1889|1796-1889|1796-1889|1|0|Found: via dates
NA|Roland Jon Cheney|Cheney, Roland Jon|||0|0|
Sheldon Warren Cheney|Sheldon Cheney|Cheney, Sheldon, 1886-1980|1886-1980|1886-1980|1|1|Found: via dates
André Chénier|André Chénier|Chénier, André, 1762-1794|1762-1794|1762-1794|1|1|Found: via dates
NA|Cherágh Ali|Cherágh Ali, 1844-1895||1844-1895|0|0|
Victor Cherbuliez|Victor Cherbuliez|Cherbuliez, Victor, 1829-1899|1829-1899|1829-1899|4|1|Found: via dates
Apsley Cherry-Garrard|Apsley Cherry-Garrard|Cherry-Garrard, Apsley, 1886-1959|1886-1959|1886-1959|1|1|Found: via dates
Vladimir Chertkov|Vladimir Grigorevich Chertkov|Chertkov, V. G. (Vladimir Grigorevich), 1854-1936|1854-1936|1854-1936|0|0|Found: via manual
NA|Eugenio Cherubini|Cherubini, Eugenio|||0|0|
Charles W. Chesnutt|Charles Waddell Chesnutt|Chesnutt, Charles W. (Charles Waddell), 1858-1932|1858-1932|1858-1932|6|0|Found: via dates
NA|W. H. Chesson|Chesson, W. H.|||0|0|
George Randolph Chester|George Randolph Chester|Chester, George Randolph, 1869-1924|1869-1924|1869-1924|5|1|Found: via dates
Philip Stanhope, 4th Earl of Chesterfield|Philip Dormer Stanhope|Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773|1694-1773|1694-1773|13|1|Found: via dates
Cecil Chesterton|Cecil Chesterton|Chesterton, Cecil, 1879-1918|1879-1918|1879-1918|1|0|Found: via dates
G. K. Chesterton|Gilbert Keith Chesterton|Chesterton, G. K. (Gilbert Keith), 1874-1936|1874-1936|1874-1936|44|1|Found: via dates
NA|Julie Bosville Chetwynd|Chetwynd, Julie Bosville|||0|0|
NA|Henri Emile Chevalier|Chevalier, H. Emile (Henri Emile), 1828-1879||1828-1879|0|0|
Michel Chevalier|Michel Chevalier|Chevalier, Michel, 1806-1879|1806-1879|1806-1879|1|0|Found: via dates
NA|Ulysse Chevalier|Chevalier, Ulysse, 1804-1893||1804-1893|0|0|Possible Type 5: Ulysse Chevalier
Ulysse Chevalier|Ulysse Chevalier|Chevalier, Ulysse, 1841-1923|1841-1923|1841-1923|1|1|Found: via dates
Thomas Kelly Cheyne|Thomas Kelly Cheyne|Cheyne, T. K. (Thomas Kelly), 1841-1915|1841-1915|1841-1915|1|1|Found: via dates
Edward Potts Cheyney|Edward Potts Cheyney|Cheyney, Edward Potts, 1861-1947|1861-1947|1861-1947|2|1|Found: via dates
Gabriello Chiabrera|Gabriello Chiabrera|Chiabrera, Gabriello, 1552-1638|1552-1638|1552-1638|1|1|Found: via dates
NA|Giuseppe Chiarini|Chiarini, Giuseppe|||0|0|
NA|Howard James Chidley|Chidley, Howard J. (Howard James), 1878-1966||1878-1966|0|0|
NA|Frank Samuel Child|Child, Frank Samuel|||0|0|
Lydia Maria Child|Lydia Maria Child|Child, Lydia Maria, 1802-1880|1802-1880|1802-1880|7|1|Found: via dates
Richard Washburn Child|Richard Washburn Child|Child, Richard Washburn, 1881-1935|1881-1935|1881-1935|1|0|Found: via dates
Robert Erskine Childers|Erskine Childers|Childers, Erskine, 1870-1922|1870-1922|1870-1922|3|1|Found: via dates
NA|T. S. Childs|Childs, T. S.|||0|0|Possible Type 5: T. S. Eliot
Chimalpahin|Domingo Francisco de San Antón Muñón Chimalpahin Cuauhtlehuanitzin|Chimalpahin Cuauhtlehuanitzin, Domingo Francisco de San Antón Muñón, 1579-1660|1579-1660|1579-1660|1|1|Found: via dates
NA|Gilbert Chinard|Chinard, Gilbert|||0|0|
Charles Chiniquy|Charles Paschal Telesphore Chiniquy|Chiniquy, Charles Paschal Telesphore, 1809-1899|1809-1899|1809-1899|0|0|Found: via manual
NA|Robert A. Chipman|Chipman, Robert A.|||0|0|
NA|William Pendleton Chipman|Chipman, William Pendleton|||0|0|
Ignatius Valentine Chirol|Valentine Chirol|Chirol, Valentine, Sir, 1852-1929|1852-1929|1852-1929|2|1|Found: via dates
Arthur Murray Chisholm|Arthur Murray Chisholm|Chisholm, A. M. (Arthur Murray), 1872-1960|1872-1960|1872-1960|3|0|Found: via dates
NA|Addie Chisholm|Chisholm, Addie|||0|0|
Cecil Chisholm|Cecil Chisholm|Chisholm, Cecil|1888-1961||0|0|Found: via work_scan OpenL
NA|Louey Chisholm|Chisholm, Louey|||0|0|
NA|Charlotte Elizabeth Chittenden|Chittenden, Charlotte E. (Charlotte Elizabeth), 1854-1906||1854-1906|0|0|
Hiram M. Chittenden|Hiram Martin Chittenden|Chittenden, Hiram Martin|1858-1916||0|0|Found: via work_scan OpenL
Lucius E. Chittenden|Lucius Eugene Chittenden|Chittenden, L. E. (Lucius Eugene), 1824-1900|1824-1900|1824-1900|1|0|Found: via dates
NA|Newton H. Chittenden|Chittenden, Newton H., 1840-1925||1840-1925|0|0|
Aleksander Chodźko|Alexander Chodzko|Chodzko, Alexander, 1804-1891|1804-1891|1804-1891|1|0|Found: via dates
NA|R. E. Cholmeley|Cholmeley, R. E.|||0|0|
Mary Cholmondeley|Mary Cholmondeley|Cholmondeley, Mary, 1859-1925|1859-1925|1859-1925|11|1|Found: via dates
Frédéric Chopin|Frédéric Chopin|Chopin, Frédéric, 1810-1849|1810-1849|1810-1849|1|0|Found: via dates
Kate Chopin|Kate Chopin|Chopin, Kate, 1850-1904|1851-1904|1850-1904|0|0|Found: via work_scan OpenL
Nicolas Chorier|Nicolas Chorier|Chorier, Nicolas, 1612-1692|1612-1692|1612-1692|1|1|Found: via dates
Joseph Chotzner|Joseph Chotzner|Chotzner, Joseph|1844-1914||0|0|Found: via work_scan OpenL
Chrétien de Troyes|Chrétien de Troyes|Chrétien, de Troyes, active 12th century|12thC-12thC|12thcentury-|0|1|Found: via work_scan OpenL
Institute of the Brothers of the Christian Schools|Christian Brothers|Christian Brothers|||0|0|Found: via manual
NA|W. E. Christian|Christian, W. E.|||0|0|
Agatha Christie|Agatha Christie|Christie, Agatha, 1890-1976|1890-1976|1890-1976|2|1|Found: via dates
NA|Grace Christie|Christie, Grace|||0|0|
NA|William Harvey Christie|Christie, William Harvey|||0|0|Possible Type 2: William Harvey Christie
Christine de Pizan|Christine de Pisan|Christine, de Pisan, 1364?-1431?|1363-1430|1364-1431|0|1|Found: via template
NA|Konstantinos Christomanos|Christomanos, Konstantinos, 1867-1911||1867-1911|0|0|
